,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
18060,201411090BRK,Orlando,ORL,96,Brooklyn,BRK,104,Brooklyn,BRK,Orlando,ORL
18061,201411090DAL,Miami,MIA,105,Dallas,DAL,96,Miami,MIA,Dallas,DAL
18062,201411090DET,Utah,UTA,97,Detroit,DET,96,Utah,UTA,Detroit,DET
18063,201411090LAL,Charlotte,CHO,92,LA Lakers,LAL,107,LA Lakers,LAL,Charlotte,CHO
18064,201411090OKC,Sacramento,SAC,93,Oklahoma City,OKC,101,Oklahoma City,OKC,Sacramento,SAC
18065,201411090PHO,Golden State,GSW,95,Phoenix,PHO,107,Phoenix,PHO,Golden State,GSW
18066,201411090POR,Denver,DEN,100,Portland,POR,116,Portland,POR,Denver,DEN
18067,201411090TOR,Philadelphia,PHI,88,Toronto,TOR,120,Toronto,TOR,Philadelphia,PHI
18068,201411100CHI,Detroit,DET,91,Chicago,CHI,102,Chicago,CHI,Detroit,DET
18069,201411100CLE,New Orleans,NOP,111,Cleveland,CLE,118,Cleveland,CLE,New Orleans,NOP
18070,201411100IND,Utah,UTA,86,Indiana,IND,97,Indiana,IND,Utah,UTA
18071,201411100LAC,San Antonio,SAS,89,LA Clippers,LAC,85,San Antonio,SAS,LA Clippers,LAC
18072,201411100NYK,Atlanta,ATL,91,New York,NYK,85,Atlanta,ATL,New York,NYK
18073,201411110DAL,Sacramento,SAC,98,Dallas,DAL,106,Dallas,DAL,Sacramento,SAC
18074,201411110GSW,San Antonio,SAS,113,Golden State,GSW,100,San Antonio,SAS,Golden State,GSW
18075,201411110MEM,LA Lakers,LAL,102,Memphis,MEM,107,Memphis,MEM,LA Lakers,LAL
18076,201411110MIL,Oklahoma City,OKC,78,Milwaukee,MIL,85,Milwaukee,MIL,Oklahoma City,OKC
18077,201411110POR,Charlotte,CHO,100,Portland,POR,102,Portland,POR,Charlotte,CHO
18078,201411110TOR,Orlando,ORL,100,Toronto,TOR,104,Toronto,TOR,Orlando,ORL
18079,201411120ATL,Utah,UTA,97,Atlanta,ATL,100,Atlanta,ATL,Utah,UTA
18080,201411120BOS,Oklahoma City,OKC,109,Boston,BOS,94,Oklahoma City,OKC,Boston,BOS
18081,201411120DEN,Portland,POR,130,Denver,DEN,113,Portland,POR,Denver,DEN
18082,201411120MIA,Indiana,IND,81,Miami,MIA,75,Indiana,IND,Miami,MIA
18083,201411120MIN,Houston,HOU,113,Minnesota,MIN,101,Houston,HOU,Minnesota,MIN
18084,201411120NOP,LA Lakers,LAL,102,New Orleans,NOP,109,New Orleans,NOP,LA Lakers,LAL
18085,201411120NYK,Orlando,ORL,97,New York,NYK,95,Orlando,ORL,New York,NYK
18086,201411120PHO,Brooklyn,BRK,104,Phoenix,PHO,112,Phoenix,PHO,Brooklyn,BRK
18087,201411120WAS,Detroit,DET,103,Washington,WAS,107,Washington,WAS,Detroit,DET
18088,201411130DAL,Philadelphia,PHI,70,Dallas,DAL,123,Dallas,DAL,Philadelphia,PHI
18089,201411130GSW,Brooklyn,BRK,99,Golden State,GSW,107,Golden State,GSW,Brooklyn,BRK
18090,201411130MEM,Sacramento,SAC,110,Memphis,MEM,111,Memphis,MEM,Sacramento,SAC
18091,201411130TOR,Chicago,CHI,100,Toronto,TOR,93,Chicago,CHI,Toronto,TOR
18092,201411140ATL,Miami,MIA,103,Atlanta,ATL,114,Atlanta,ATL,Miami,MIA
18093,201411140BOS,Cleveland,CLE,122,Boston,BOS,121,Cleveland,CLE,Boston,BOS
18094,201411140HOU,Philadelphia,PHI,87,Houston,HOU,88,Houston,HOU,Philadelphia,PHI
18095,201411140IND,Denver,DEN,108,Indiana,IND,87,Denver,DEN,Indiana,IND
18096,201411140LAL,San Antonio,SAS,93,LA Lakers,LAL,80,San Antonio,SAS,LA Lakers,LAL
18097,201411140NOP,Minnesota,MIN,91,New Orleans,NOP,139,New Orleans,NOP,Minnesota,MIN
18098,201411140NYK,Utah,UTA,102,New York,NYK,100,Utah,UTA,New York,NYK
18099,201411140OKC,Detroit,DET,96,Oklahoma City,OKC,89,Detroit,DET,Oklahoma City,OKC
18100,201411140ORL,Milwaukee,MIL,85,Orlando,ORL,101,Orlando,ORL,Milwaukee,MIL
18101,201411140PHO,Charlotte,CHO,103,Phoenix,PHO,95,Charlotte,CHO,Phoenix,PHO
18102,201411150CHI,Indiana,IND,99,Chicago,CHI,90,Indiana,IND,Chicago,CHI
