,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
281,200012080POR,Philadelphia,PHI,107,Portland,POR,94,Philadelphia,PHI,Portland,POR
282,200012080SAC,Houston,HOU,98,Sacramento,SAC,111,Sacramento,SAC,Houston,HOU
283,200012090CLE,Atlanta,ATL,90,Cleveland,CLE,97,Cleveland,CLE,Atlanta,ATL
284,200012090IND,Charlotte,CHH,96,Indiana,IND,99,Indiana,IND,Charlotte,CHH
285,200012090MIL,Washington,WAS,91,Milwaukee,MIL,99,Milwaukee,MIL,Washington,WAS
286,200012090MIN,LA Clippers,LAC,73,Minnesota,MIN,85,Minnesota,MIN,LA Clippers,LAC
287,200012090NYK,Denver,DEN,88,New York,NYK,96,New York,NYK,Denver,DEN
288,200012090POR,Detroit,DET,83,Portland,POR,114,Portland,POR,Detroit,DET
289,200012090SAS,Chicago,CHI,81,San Antonio,SAS,105,San Antonio,SAS,Chicago,CHI
290,200012090SEA,Houston,HOU,111,Seattle,SEA,104,Houston,HOU,Seattle,SEA
291,200012090UTA,Golden State,GSW,114,Utah,UTA,125,Utah,UTA,Golden State,GSW
292,200012090VAN,Philadelphia,PHI,83,Vancouver,VAN,79,Philadelphia,PHI,Vancouver,VAN
293,200012100BOS,Denver,DEN,102,Boston,BOS,104,Boston,BOS,Denver,DEN
294,200012100LAL,Detroit,DET,88,LA Lakers,LAL,112,LA Lakers,LAL,Detroit,DET
295,200012100NJN,Dallas,DAL,99,New Jersey,NJN,73,Dallas,DAL,New Jersey,NJN
296,200012100SAC,Miami,MIA,97,Sacramento,SAC,101,Sacramento,SAC,Miami,MIA
297,200012100TOR,Phoenix,PHO,95,Toronto,TOR,87,Phoenix,PHO,Toronto,TOR
298,200012110CHI,Phoenix,PHO,86,Chicago,CHI,80,Phoenix,PHO,Chicago,CHI
299,200012110LAC,Orlando,ORL,80,LA Clippers,LAC,92,LA Clippers,LAC,Orlando,ORL
300,200012110PHI,Minnesota,MIN,96,Philadelphia,PHI,91,Minnesota,MIN,Philadelphia,PHI
301,200012110UTA,San Antonio,SAS,91,Utah,UTA,83,San Antonio,SAS,Utah,UTA
302,200012110VAN,Houston,HOU,82,Vancouver,VAN,75,Houston,HOU,Vancouver,VAN
303,200012120ATL,Sacramento,SAC,99,Atlanta,ATL,107,Atlanta,ATL,Sacramento,SAC
304,200012120CLE,Dallas,DAL,87,Cleveland,CLE,92,Cleveland,CLE,Dallas,DAL
305,200012120DEN,Miami,MIA,96,Denver,DEN,85,Miami,MIA,Denver,DEN
306,200012120GSW,Portland,POR,101,Golden State,GSW,93,Portland,POR,Golden State,GSW
307,200012120LAL,Milwaukee,MIL,109,LA Lakers,LAL,105,Milwaukee,MIL,LA Lakers,LAL
308,200012120NJN,Minnesota,MIN,94,New Jersey,NJN,116,New Jersey,NJN,Minnesota,MIN
309,200012120SEA,Orlando,ORL,92,Seattle,SEA,97,Seattle,SEA,Orlando,ORL
310,200012120TOR,Indiana,IND,90,Toronto,TOR,104,Toronto,TOR,Indiana,IND
311,200012130BOS,Chicago,CHI,104,Boston,BOS,86,Chicago,CHI,Boston,BOS
312,200012130CHH,Sacramento,SAC,90,Charlotte,CHH,101,Charlotte,CHH,Sacramento,SAC
313,200012130DET,Atlanta,ATL,69,Detroit,DET,92,Detroit,DET,Atlanta,ATL
314,200012130IND,Dallas,DAL,92,Indiana,IND,97,Indiana,IND,Dallas,DAL
315,200012130LAC,Miami,MIA,94,LA Clippers,LAC,88,Miami,MIA,LA Clippers,LAC
316,200012130PHO,San Antonio,SAS,93,Phoenix,PHO,103,Phoenix,PHO,San Antonio,SAS
317,200012130POR,LA Lakers,LAL,86,Portland,POR,96,Portland,POR,LA Lakers,LAL
318,200012130UTA,Milwaukee,MIL,111,Utah,UTA,102,Milwaukee,MIL,Utah,UTA
319,200012130VAN,Seattle,SEA,94,Vancouver,VAN,93,Seattle,SEA,Vancouver,VAN
320,200012130WAS,Philadelphia,PHI,102,Washington,WAS,82,Philadelphia,PHI,Washington,WAS
321,200012140GSW,Houston,HOU,98,Golden State,GSW,95,Houston,HOU,Golden State,GSW
322,200012140SAS,Denver,DEN,102,San Antonio,SAS,96,Denver,DEN,San Antonio,SAS
323,200012140TOR,New York,NYK,68,Toronto,TOR,70,Toronto,TOR,New York,NYK
324,200012150BOS,Sacramento,SAC,104,Boston,BOS,81,Sacramento,SAC,Boston,BOS
325,200012150CHI,Atlanta,ATL,85,Chicago,CHI,74,Atlanta,ATL,Chicago,CHI
326,200012150DET,Minnesota,MIN,99,Detroit,DET,90,Minnesota,MIN,Detroit,DET
327,200012150IND,Cleveland,CLE,103,Indiana,IND,95,Cleveland,CLE,Indiana,IND
328,200012150LAL,Vancouver,VAN,76,LA Lakers,LAL,98,LA Lakers,LAL,Vancouver,VAN
329,200012150MIL,Toronto,TOR,97,Milwaukee,MIL,104,Milwaukee,MIL,Toronto,TOR
330,200012150NYK,Utah,UTA,89,New York,NYK,58,Utah,UTA,New York,NYK
331,200012150PHI,Dallas,DAL,112,Philadelphia,PHI,94,Dallas,DAL,Philadelphia,PHI
332,200012150PHO,LA Clippers,LAC,98,Phoenix,PHO,88,LA Clippers,LAC,Phoenix,PHO
333,200012150POR,Orlando,ORL,96,Portland,POR,106,Portland,POR,Orlando,ORL
334,200012150SEA,Miami,MIA,81,Seattle,SEA,99,Seattle,SEA,Miami,MIA
335,200012150WAS,Charlotte,CHH,103,Washington,WAS,89,Charlotte,CHH,Washington,WAS
336,200012160ATL,New Jersey,NJN,89,Atlanta,ATL,83,New Jersey,NJN,Atlanta,ATL
337,200012160CHH,Boston,BOS,87,Charlotte,CHH,99,Charlotte,CHH,Boston,BOS
338,200012160CHI,Philadelphia,PHI,99,Chicago,CHI,91,Philadelphia,PHI,Chicago,CHI
339,200012160CLE,Utah,UTA,92,Cleveland,CLE,99,Cleveland,CLE,Utah,UTA
340,200012160GSW,Miami,MIA,93,Golden State,GSW,85,Miami,MIA,Golden State,GSW
341,200012160HOU,Denver,DEN,102,Houston,HOU,100,Denver,DEN,Houston,HOU
342,200012160MIN,Indiana,IND,110,Minnesota,MIN,113,Minnesota,MIN,Indiana,IND
343,200012160SAS,Phoenix,PHO,82,San Antonio,SAS,90,San Antonio,SAS,Phoenix,PHO
344,200012170DET,Dallas,DAL,99,Detroit,DET,90,Dallas,DAL,Detroit,DET
345,200012170LAC,Washington,WAS,103,LA Clippers,LAC,94,Washington,WAS,LA Clippers,LAC
346,200012170NJN,Sacramento,SAC,95,New Jersey,NJN,79,Sacramento,SAC,New Jersey,NJN
347,200012170NYK,Milwaukee,MIL,97,New York,NYK,100,New York,NYK,Milwaukee,MIL
348,200012170TOR,LA Lakers,LAL,104,Toronto,TOR,101,LA Lakers,LAL,Toronto,TOR
349,200012170VAN,Orlando,ORL,101,Vancouver,VAN,91,Orlando,ORL,Vancouver,VAN
350,200012180BOS,Dallas,DAL,106,Boston,BOS,98,Dallas,DAL,Boston,BOS
351,200012190ATL,New York,NYK,77,Atlanta,ATL,87,Atlanta,ATL,New York,NYK
352,200012190CHI,Indiana,IND,90,Chicago,CHI,85,Indiana,IND,Chicago,CHI
353,200012190GSW,Minnesota,MIN,99,Golden State,GSW,120,Golden State,GSW,Minnesota,MIN
354,200012190HOU,San Antonio,SAS,86,Houston,HOU,79,San Antonio,SAS,Houston,HOU
355,200012190MIA,LA Lakers,LAL,81,Miami,MIA,79,LA Lakers,LAL,Miami,MIA
356,200012190PHO,Detroit,DET,89,Phoenix,PHO,84,Detroit,DET,Phoenix,PHO
357,200012190SAC,Washington,WAS,72,Sacramento,SAC,106,Sacramento,SAC,Washington,WAS
358,200012190TOR,Utah,UTA,95,Toronto,TOR,103,Toronto,TOR,Utah,UTA
359,200012200BOS,New Jersey,NJN,86,Boston,BOS,99,Boston,BOS,New Jersey,NJN
360,200012200CHH,Miami,MIA,56,Charlotte,CHH,65,Charlotte,CHH,Miami,MIA
361,200012200DAL,Portland,POR,101,Dallas,DAL,106,Dallas,DAL,Portland,POR
362,200012200DEN,Detroit,DET,106,Denver,DEN,108,Denver,DEN,Detroit,DET
363,200012200IND,Toronto,TOR,99,Indiana,IND,98,Toronto,TOR,Indiana,IND
364,200012200LAC,Minnesota,MIN,96,LA Clippers,LAC,103,LA Clippers,LAC,Minnesota,MIN
365,200012200PHI,Utah,UTA,91,Philadelphia,PHI,89,Utah,UTA,Philadelphia,PHI
366,200012200SAS,Cleveland,CLE,77,San Antonio,SAS,94,San Antonio,SAS,Cleveland,CLE
367,200012200SEA,Sacramento,SAC,85,Seattle,SEA,89,Seattle,SEA,Sacramento,SAC
368,200012200VAN,Washington,WAS,104,Vancouver,VAN,118,Vancouver,VAN,Washington,WAS
369,200012210HOU,LA Lakers,LAL,99,Houston,HOU,94,LA Lakers,LAL,Houston,HOU
370,200012210MIL,New Jersey,NJN,78,Milwaukee,MIL,80,Milwaukee,MIL,New Jersey,NJN
371,200012210NYK,Boston,BOS,92,New York,NYK,86,Boston,BOS,New York,NYK
372,200012210ORL,Chicago,CHI,88,Orlando,ORL,99,Orlando,ORL,Chicago,CHI
373,200012220DAL,LA Lakers,LAL,108,Dallas,DAL,103,LA Lakers,LAL,Dallas,DAL
374,200012220DEN,Portland,POR,96,Denver,DEN,116,Denver,DEN,Portland,POR
375,200012220IND,Utah,UTA,109,Indiana,IND,101,Utah,UTA,Indiana,IND
376,200012220MIA,Cleveland,CLE,95,Miami,MIA,103,Miami,MIA,Cleveland,CLE
377,200012220MIN,Charlotte,CHH,83,Minnesota,MIN,74,Charlotte,CHH,Minnesota,MIN
378,200012220PHI,New York,NYK,91,Philadelphia,PHI,71,New York,NYK,Philadelphia,PHI
379,200012220SAS,Golden State,GSW,87,San Antonio,SAS,105,San Antonio,SAS,Golden State,GSW
380,200012220SEA,Washington,WAS,87,Seattle,SEA,107,Seattle,SEA,Washington,WAS
381,200012220TOR,Atlanta,ATL,78,Toronto,TOR,72,Atlanta,ATL,Toronto,TOR
382,200012220VAN,Sacramento,SAC,95,Vancouver,VAN,93,Sacramento,SAC,Vancouver,VAN
383,200012230ATL,Indiana,IND,87,Atlanta,ATL,91,Atlanta,ATL,Indiana,IND
384,200012230CHH,San Antonio,SAS,84,Charlotte,CHH,88,Charlotte,CHH,San Antonio,SAS
385,200012230DET,Chicago,CHI,93,Detroit,DET,106,Detroit,DET,Chicago,CHI
386,200012230HOU,Golden State,GSW,95,Houston,HOU,87,Golden State,GSW,Houston,HOU
387,200012230LAC,Vancouver,VAN,90,LA Clippers,LAC,92,LA Clippers,LAC,Vancouver,VAN
388,200012230MIL,Boston,BOS,99,Milwaukee,MIL,104,Milwaukee,MIL,Boston,BOS
389,200012230MIN,Utah,UTA,98,Minnesota,MIN,92,Utah,UTA,Minnesota,MIN
390,200012230NJN,Miami,MIA,86,New Jersey,NJN,80,Miami,MIA,New Jersey,NJN
391,200012230ORL,Cleveland,CLE,92,Orlando,ORL,111,Orlando,ORL,Cleveland,CLE
392,200012230PHO,Denver,DEN,93,Phoenix,PHO,102,Phoenix,PHO,Denver,DEN
393,200012230POR,Washington,WAS,70,Portland,POR,87,Portland,POR,Washington,WAS
394,200012230SAC,Seattle,SEA,92,Sacramento,SAC,97,Sacramento,SAC,Seattle,SEA
395,200012250IND,Orlando,ORL,93,Indiana,IND,103,Indiana,IND,Orlando,ORL
396,200012250LAL,Portland,POR,109,LA Lakers,LAL,104,Portland,POR,LA Lakers,LAL
397,200012260CHH,Cleveland,CLE,110,Charlotte,CHH,115,Charlotte,CHH,Cleveland,CLE
398,200012260DAL,Seattle,SEA,93,Dallas,DAL,114,Dallas,DAL,Seattle,SEA
399,200012260DEN,LA Clippers,LAC,108,Denver,DEN,109,Denver,DEN,LA Clippers,LAC
400,200012260DET,Boston,BOS,96,Detroit,DET,101,Detroit,DET,Boston,BOS
401,200012260MIL,Orlando,ORL,77,Milwaukee,MIL,89,Milwaukee,MIL,Orlando,ORL
402,200012260MIN,Toronto,TOR,97,Minnesota,MIN,100,Minnesota,MIN,Toronto,TOR
403,200012260NJN,Atlanta,ATL,81,New Jersey,NJN,76,Atlanta,ATL,New Jersey,NJN
404,200012260SAS,Houston,HOU,95,San Antonio,SAS,103,San Antonio,SAS,Houston,HOU
405,200012260UTA,Philadelphia,PHI,97,Utah,UTA,91,Philadelphia,PHI,Utah,UTA
406,200012260VAN,Phoenix,PHO,97,Vancouver,VAN,95,Phoenix,PHO,Vancouver,VAN
407,200012270GSW,Philadelphia,PHI,118,Golden State,GSW,110,Philadelphia,PHI,Golden State,GSW
408,200012270HOU,Seattle,SEA,107,Houston,HOU,92,Seattle,SEA,Houston,HOU
409,200012270MIA,Indiana,IND,79,Miami,MIA,91,Miami,MIA,Indiana,IND
410,200012270WAS,New York,NYK,89,Washington,WAS,82,New York,NYK,Washington,WAS
411,200012280CHI,San Antonio,SAS,104,Chicago,CHI,105,Chicago,CHI,San Antonio,SAS
412,200012280CLE,Milwaukee,MIL,107,Cleveland,CLE,89,Milwaukee,MIL,Cleveland,CLE
413,200012280DAL,LA Clippers,LAC,96,Dallas,DAL,105,Dallas,DAL,LA Clippers,LAC
414,200012280DEN,Toronto,TOR,94,Denver,DEN,93,Toronto,TOR,Denver,DEN
415,200012280MIN,Atlanta,ATL,81,Minnesota,MIN,88,Minnesota,MIN,Atlanta,ATL
416,200012280NJN,Boston,BOS,112,New Jersey,NJN,111,Boston,BOS,New Jersey,NJN
417,200012280ORL,Detroit,DET,96,Orlando,ORL,102,Orlando,ORL,Detroit,DET
418,200012280PHO,LA Lakers,LAL,115,Phoenix,PHO,78,LA Lakers,LAL,Phoenix,PHO
419,200012280SAC,Charlotte,CHH,87,Sacramento,SAC,91,Sacramento,SAC,Charlotte,CHH
420,200012280UTA,Portland,POR,103,Utah,UTA,102,Portland,POR,Utah,UTA
421,200012290ATL,Cleveland,CLE,97,Atlanta,ATL,85,Cleveland,CLE,Atlanta,ATL
422,200012290GSW,Utah,UTA,89,Golden State,GSW,100,Golden State,GSW,Utah,UTA
423,200012290MIA,Washington,WAS,91,Miami,MIA,98,Miami,MIA,Washington,WAS
424,200012290NYK,Chicago,CHI,68,New York,NYK,95,New York,NYK,Chicago,CHI
425,200012290POR,Vancouver,VAN,81,Portland,POR,104,Portland,POR,Vancouver,VAN
426,200012300BOS,Orlando,ORL,95,Boston,BOS,90,Orlando,ORL,Boston,BOS
427,200012300DAL,Houston,HOU,114,Dallas,DAL,99,Houston,HOU,Dallas,DAL
428,200012300DEN,Milwaukee,MIL,113,Denver,DEN,120,Denver,DEN,Milwaukee,MIL
429,200012300DET,Miami,MIA,110,Detroit,DET,102,Miami,MIA,Detroit,DET
430,200012300IND,San Antonio,SAS,89,Indiana,IND,77,San Antonio,SAS,Indiana,IND
431,200012300LAC,LA Lakers,LAL,116,LA Clippers,LAC,114,LA Lakers,LAL,LA Clippers,LAC
432,200012300MIN,New York,NYK,88,Minnesota,MIN,79,New York,NYK,Minnesota,MIN
433,200012300PHO,Toronto,TOR,103,Phoenix,PHO,109,Phoenix,PHO,Toronto,TOR
434,200012300SAC,Philadelphia,PHI,107,Sacramento,SAC,104,Philadelphia,PHI,Sacramento,SAC
435,200012300SEA,Charlotte,CHH,102,Seattle,SEA,104,Seattle,SEA,Charlotte,CHH
436,200012300VAN,Golden State,GSW,102,Vancouver,VAN,101,Golden State,GSW,Vancouver,VAN
437,200012310CHI,New Jersey,NJN,77,Chicago,CHI,86,Chicago,CHI,New Jersey,NJN
438,200012310WAS,Detroit,DET,96,Washington,WAS,110,Washington,WAS,Detroit,DET
439,200101010MIN,Houston,HOU,96,Minnesota,MIN,106,Minnesota,MIN,Houston,HOU
440,200101010POR,Charlotte,CHH,67,Portland,POR,89,Portland,POR,Charlotte,CHH
441,200101020ATL,Boston,BOS,81,Atlanta,ATL,92,Atlanta,ATL,Boston,BOS
442,200101020CHI,Milwaukee,MIL,104,Chicago,CHI,70,Milwaukee,MIL,Chicago,CHI
443,200101020CLE,Houston,HOU,100,Cleveland,CLE,95,Houston,HOU,Cleveland,CLE
444,200101020LAC,Toronto,TOR,97,LA Clippers,LAC,110,LA Clippers,LAC,Toronto,TOR
445,200101020ORL,New Jersey,NJN,120,Orlando,ORL,110,New Jersey,NJN,Orlando,ORL
446,200101020SAC,Phoenix,PHO,117,Sacramento,SAC,121,Sacramento,SAC,Phoenix,PHO
447,200101020SAS,Miami,MIA,72,San Antonio,SAS,80,San Antonio,SAS,Miami,MIA
448,200101020SEA,Indiana,IND,91,Seattle,SEA,83,Indiana,IND,Seattle,SEA
449,200101020WAS,Minnesota,MIN,108,Washington,WAS,115,Washington,WAS,Minnesota,MIN
450,200101030BOS,New York,NYK,100,Boston,BOS,91,New York,NYK,Boston,BOS
451,200101030DAL,Detroit,DET,107,Dallas,DAL,104,Detroit,DET,Dallas,DAL
452,200101030GSW,Denver,DEN,111,Golden State,GSW,100,Denver,DEN,Golden State,GSW
453,200101030LAL,Utah,UTA,71,LA Lakers,LAL,82,LA Lakers,LAL,Utah,UTA
454,200101030MIL,Cleveland,CLE,83,Milwaukee,MIL,88,Milwaukee,MIL,Cleveland,CLE
455,200101030PHI,Atlanta,ATL,80,Philadelphia,PHI,98,Philadelphia,PHI,Atlanta,ATL
456,200101030PHO,LA Clippers,LAC,85,Phoenix,PHO,90,Phoenix,PHO,LA Clippers,LAC
457,200101030POR,Indiana,IND,86,Portland,POR,102,Portland,POR,Indiana,IND
458,200101030VAN,Charlotte,CHH,89,Vancouver,VAN,99,Vancouver,VAN,Charlotte,CHH
459,200101040CHI,Washington,WAS,96,Chicago,CHI,98,Chicago,CHI,Washington,WAS
460,200101040HOU,Detroit,DET,97,Houston,HOU,107,Houston,HOU,Detroit,DET
461,200101040MIA,New Jersey,NJN,78,Miami,MIA,81,Miami,MIA,New Jersey,NJN
462,200101040MIN,Seattle,SEA,92,Minnesota,MIN,105,Minnesota,MIN,Seattle,SEA
463,200101040NYK,Orlando,ORL,92,New York,NYK,95,New York,NYK,Orlando,ORL
464,200101050BOS,Golden State,GSW,100,Boston,BOS,88,Golden State,GSW,Boston,BOS
465,200101050DEN,Utah,UTA,87,Denver,DEN,100,Denver,DEN,Utah,UTA
466,200101050LAC,Charlotte,CHH,86,LA Clippers,LAC,73,Charlotte,CHH,LA Clippers,LAC
467,200101050PHI,Seattle,SEA,89,Philadelphia,PHI,121,Philadelphia,PHI,Seattle,SEA
468,200101050PHO,Vancouver,VAN,76,Phoenix,PHO,108,Phoenix,PHO,Vancouver,VAN
469,200101050POR,Milwaukee,MIL,115,Portland,POR,119,Portland,POR,Milwaukee,MIL
470,200101050SAC,Indiana,IND,93,Sacramento,SAC,91,Indiana,IND,Sacramento,SAC
471,200101050TOR,Dallas,DAL,115,Toronto,TOR,105,Dallas,DAL,Toronto,TOR
472,200101060ATL,Orlando,ORL,82,Atlanta,ATL,83,Atlanta,ATL,Orlando,ORL
473,200101060CLE,Philadelphia,PHI,107,Cleveland,CLE,103,Philadelphia,PHI,Cleveland,CLE
474,200101060HOU,Utah,UTA,99,Houston,HOU,97,Utah,UTA,Houston,HOU
475,200101060MIA,Boston,BOS,86,Miami,MIA,112,Miami,MIA,Boston,BOS
476,200101060NJN,Golden State,GSW,92,New Jersey,NJN,97,New Jersey,NJN,Golden State,GSW
477,200101060SAS,Detroit,DET,101,San Antonio,SAS,108,San Antonio,SAS,Detroit,DET
478,200101060WAS,Dallas,DAL,103,Washington,WAS,85,Dallas,DAL,Washington,WAS
479,200101070DEN,Charlotte,CHH,87,Denver,DEN,94,Denver,DEN,Charlotte,CHH
480,200101070LAL,LA Clippers,LAC,118,LA Lakers,LAL,95,LA Clippers,LAC,LA Lakers,LAL
481,200101070NYK,Washington,WAS,87,New York,NYK,103,New York,NYK,Washington,WAS
482,200101070PHO,Minnesota,MIN,108,Phoenix,PHO,88,Minnesota,MIN,Phoenix,PHO
483,200101070TOR,Seattle,SEA,92,Toronto,TOR,94,Toronto,TOR,Seattle,SEA
484,200101070VAN,Milwaukee,MIL,117,Vancouver,VAN,120,Vancouver,VAN,Milwaukee,MIL
485,200101080BOS,Portland,POR,98,Boston,BOS,90,Portland,POR,Boston,BOS
486,200101080CHI,Dallas,DAL,104,Chicago,CHI,91,Dallas,DAL,Chicago,CHI
487,200101080CLE,New Jersey,NJN,90,Cleveland,CLE,92,Cleveland,CLE,New Jersey,NJN
488,200101080LAC,Indiana,IND,85,LA Clippers,LAC,82,Indiana,IND,LA Clippers,LAC
489,200101080MIA,Golden State,GSW,78,Miami,MIA,88,Miami,MIA,Golden State,GSW
490,200101080SAC,Minnesota,MIN,97,Sacramento,SAC,100,Sacramento,SAC,Minnesota,MIN
491,200101090ATL,Seattle,SEA,95,Atlanta,ATL,86,Seattle,SEA,Atlanta,ATL
492,200101090CHH,Chicago,CHI,95,Charlotte,CHH,102,Charlotte,CHH,Chicago,CHI
493,200101090MIL,Washington,WAS,95,Milwaukee,MIL,99,Milwaukee,MIL,Washington,WAS
494,200101090NJN,Philadelphia,PHI,104,New Jersey,NJN,87,Philadelphia,PHI,New Jersey,NJN
495,200101090ORL,San Antonio,SAS,112,Orlando,ORL,95,San Antonio,SAS,Orlando,ORL
496,200101090TOR,Houston,HOU,110,Toronto,TOR,91,Houston,HOU,Toronto,TOR
497,200101090UTA,Indiana,IND,99,Utah,UTA,103,Utah,UTA,Indiana,IND
498,200101090VAN,Denver,DEN,112,Vancouver,VAN,105,Denver,DEN,Vancouver,VAN
499,200101100BOS,Miami,MIA,76,Boston,BOS,88,Boston,BOS,Miami,MIA
500,200101100DET,Toronto,TOR,110,Detroit,DET,85,Toronto,TOR,Detroit,DET
501,200101100LAC,Denver,DEN,86,LA Clippers,LAC,92,LA Clippers,LAC,Denver,DEN
502,200101100MIN,Dallas,DAL,106,Minnesota,MIN,86,Dallas,DAL,Minnesota,MIN
503,200101100PHI,Portland,POR,93,Philadelphia,PHI,75,Portland,POR,Philadelphia,PHI
504,200101100SAC,Cleveland,CLE,103,Sacramento,SAC,108,Sacramento,SAC,Cleveland,CLE
505,200101100WAS,Seattle,SEA,104,Washington,WAS,101,Seattle,SEA,Washington,WAS
506,200101110ATL,Golden State,GSW,96,Atlanta,ATL,107,Atlanta,ATL,Golden State,GSW
507,200101110CHH,Portland,POR,83,Charlotte,CHH,70,Portland,POR,Charlotte,CHH
508,200101110MIL,Dallas,DAL,94,Milwaukee,MIL,102,Milwaukee,MIL,Dallas,DAL
509,200101110NJN,Orlando,ORL,101,New Jersey,NJN,87,Orlando,ORL,New Jersey,NJN
510,200101110NYK,Houston,HOU,76,New York,NYK,75,Houston,HOU,New York,NYK
511,200101110PHO,Indiana,IND,85,Phoenix,PHO,93,Phoenix,PHO,Indiana,IND
512,200101120BOS,Toronto,TOR,93,Boston,BOS,72,Toronto,TOR,Boston,BOS
513,200101120CHI,Charlotte,CHH,86,Chicago,CHI,85,Charlotte,CHH,Chicago,CHI
514,200101120DEN,Sacramento,SAC,93,Denver,DEN,106,Denver,DEN,Sacramento,SAC
515,200101120DET,San Antonio,SAS,111,Detroit,DET,90,San Antonio,SAS,Detroit,DET
516,200101120LAL,Cleveland,CLE,98,LA Lakers,LAL,101,LA Lakers,LAL,Cleveland,CLE
517,200101120MIN,LA Clippers,LAC,89,Minnesota,MIN,95,Minnesota,MIN,LA Clippers,LAC
518,200101120SEA,Vancouver,VAN,102,Seattle,SEA,115,Seattle,SEA,Vancouver,VAN
519,200101120WAS,Philadelphia,PHI,86,Washington,WAS,82,Philadelphia,PHI,Washington,WAS
520,200101130ATL,LA Clippers,LAC,88,Atlanta,ATL,108,Atlanta,ATL,LA Clippers,LAC
521,200101130DAL,Phoenix,PHO,103,Dallas,DAL,86,Phoenix,PHO,Dallas,DAL
522,200101130HOU,Sacramento,SAC,84,Houston,HOU,81,Sacramento,SAC,Houston,HOU
523,200101130IND,Miami,MIA,71,Indiana,IND,87,Indiana,IND,Miami,MIA
524,200101130MIL,New Jersey,NJN,81,Milwaukee,MIL,115,Milwaukee,MIL,New Jersey,NJN
525,200101130NYK,Portland,POR,78,New York,NYK,91,New York,NYK,Portland,POR
526,200101130ORL,Golden State,GSW,94,Orlando,ORL,111,Orlando,ORL,Golden State,GSW
527,200101130PHI,San Antonio,SAS,83,Philadelphia,PHI,100,Philadelphia,PHI,San Antonio,SAS
528,200101130UTA,LA Lakers,LAL,103,Utah,UTA,111,Utah,UTA,LA Lakers,LAL
529,200101130VAN,Cleveland,CLE,107,Vancouver,VAN,119,Vancouver,VAN,Cleveland,CLE
530,200101140DET,Portland,POR,103,Detroit,DET,96,Portland,POR,Detroit,DET
531,200101140MIA,Chicago,CHI,81,Miami,MIA,90,Miami,MIA,Chicago,CHI
532,200101140PHO,Seattle,SEA,106,Phoenix,PHO,87,Seattle,SEA,Phoenix,PHO
533,200101140TOR,Charlotte,CHH,99,Toronto,TOR,107,Toronto,TOR,Charlotte,CHH
534,200101150ATL,New Jersey,NJN,84,Atlanta,ATL,78,New Jersey,NJN,Atlanta,ATL
535,200101150DAL,Sacramento,SAC,116,Dallas,DAL,105,Sacramento,SAC,Dallas,DAL
536,200101150DEN,Seattle,SEA,111,Denver,DEN,122,Denver,DEN,Seattle,SEA
537,200101150GSW,Cleveland,CLE,107,Golden State,GSW,101,Cleveland,CLE,Golden State,GSW
538,200101150IND,LA Clippers,LAC,74,Indiana,IND,89,Indiana,IND,LA Clippers,LAC
539,200101150LAL,Vancouver,VAN,112,LA Lakers,LAL,113,LA Lakers,LAL,Vancouver,VAN
540,200101150MIN,Boston,BOS,107,Minnesota,MIN,102,Boston,BOS,Minnesota,MIN
541,200101150NYK,San Antonio,SAS,82,New York,NYK,104,New York,NYK,San Antonio,SAS
542,200101150ORL,Chicago,CHI,104,Orlando,ORL,113,Orlando,ORL,Chicago,CHI
543,200101150PHI,Charlotte,CHH,79,Philadelphia,PHI,84,Philadelphia,PHI,Charlotte,CHH
544,200101150UTA,Houston,HOU,104,Utah,UTA,116,Utah,UTA,Houston,HOU
545,200101150WAS,Milwaukee,MIL,101,Washington,WAS,95,Milwaukee,MIL,Washington,WAS
546,200101160HOU,Toronto,TOR,99,Houston,HOU,114,Houston,HOU,Toronto,TOR
547,200101160MIA,Detroit,DET,85,Miami,MIA,93,Miami,MIA,Detroit,DET
548,200101160MIL,LA Clippers,LAC,91,Milwaukee,MIL,112,Milwaukee,MIL,LA Clippers,LAC
549,200101160POR,Cleveland,CLE,83,Portland,POR,103,Portland,POR,Cleveland,CLE
550,200101170CHH,Dallas,DAL,91,Charlotte,CHH,90,Dallas,DAL,Charlotte,CHH
551,200101170DEN,Vancouver,VAN,97,Denver,DEN,121,Denver,DEN,Vancouver,VAN
552,200101170NJN,Washington,WAS,89,New Jersey,NJN,108,New Jersey,NJN,Washington,WAS
553,200101170PHI,Chicago,CHI,88,Philadelphia,PHI,99,Philadelphia,PHI,Chicago,CHI
554,200101170SAC,Boston,BOS,106,Sacramento,SAC,111,Sacramento,SAC,Boston,BOS
555,200101170SAS,Toronto,TOR,98,San Antonio,SAS,91,Toronto,TOR,San Antonio,SAS
556,200101170SEA,Phoenix,PHO,89,Seattle,SEA,80,Phoenix,PHO,Seattle,SEA
557,200101170UTA,Minnesota,MIN,89,Utah,UTA,81,Minnesota,MIN,Utah,UTA
558,200101180CHI,Detroit,DET,116,Chicago,CHI,110,Detroit,DET,Chicago,CHI
559,200101180DAL,Orlando,ORL,106,Dallas,DAL,115,Dallas,DAL,Orlando,ORL
560,200101180GSW,Houston,HOU,112,Golden State,GSW,104,Houston,HOU,Golden State,GSW
561,200101180IND,Atlanta,ATL,76,Indiana,IND,84,Indiana,IND,Atlanta,ATL
